# Taskr #205 - provision-member round trip measured from a phone, 2026-09-07.
#
# Device      Samsung SM-S918U, Android 16, curl 8.15.0 under `adb shell`. No browser.
# Function    provision-member, deployment v8, ezbr_sha256
#             c7c2e6f4f2afafe5ce05c1948ece9f3fd517228fcbbec26b5e9826ba7f0efd73,
#             deployed 2026-09-04T22:31:12.914Z; source last moved by commit dbe6bbd.
# Analysis    docs/hosting-decision.md, section "Measured 2026-09-07".
#
# Every row is a REFUSAL. auth=key sends the publishable key and reaches the
# function (401 {"error":"Sign in first."}); auth=none sends no Authorization
# header and is refused by the GATEWAY one hop short of it
# (401 {"code":"UNAUTHORIZED_NO_AUTH_HEADER"}), so it times the network without
# booting anything. `reached` is classified from the body that came back, not
# from which call was intended. No write, no credential minted, no provider call.
#
# The per-pass public egress addresses are REDACTED: they are the owner's home
# and cellular IPs and this repo is public. They were recorded at capture time
# and differed between the wifi and cellular passes, which is the control that
# the two networks really are two networks.
#
# Times are seconds as curl reports them. idle_s is the idle ACTUALLY SLEPT
# before a cold window, 0 where it does not apply.
#
# pass  1,2 = warm (wireless debugging); 3 = cold schedule, six 930 s idle
#             windows over USB, detached on the phone.
# phase warm | first-after-idle | reused | control | cold | warm-after-cold
#
pass	ts_utc	network	phase	auth	reached	idle_s	http	dns_s	connect_s	appconnect_s	starttransfer_s	total_s	remote_ip	num_connects	body
# 1 network=wifi iface=wlan0 egress=<redacted> started=2026-09-07T04:19:59Z
2	2026-09-07T04:27:32Z	cellular	reused	key	function	0	401	0.000000	0.000000	0.000000	0.315836	0.318983	104.18.38.10	0	-
2	2026-09-07T04:27:32Z	cellular	reused	key	function	0	401	0.000000	0.000000	0.000000	0.320614	0.321973	104.18.38.10	0	-
2	2026-09-07T04:27:32Z	cellular	reused	key	function	0	401	0.000000	0.000000	0.000000	0.312048	0.315106	104.18.38.10	0	-
2	2026-09-07T04:27:32Z	cellular	reused	key	function	0	401	0.000000	0.000000	0.000000	0.315402	0.315925	104.18.38.10	0	-
# 2 pass=2 network=cellular finished=2026-09-07T04:27:32Z
# 3 cold schedule started=2026-09-07T04:41:14Z idle=930 first_idle=108
# 3 window network=wifi iface=wlan0 egress=<redacted> idle_requested=108 idle_slept=108 at=2026-09-07T04:43:03Z
3	2026-09-07T04:43:03Z	wifi	control	none	gateway	108	401	0.069582	0.111201	0.222198	0.441252	0.441472	172.64.149.246	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
3	2026-09-07T04:43:04Z	wifi	cold	key	function	108	401	0.123594	0.231077	0.298723	0.674689	0.674944	104.18.38.10	1	{"error":"Sign in first."}
3	2026-09-07T04:43:07Z	wifi	warm-after-cold	key	function	0	401	0.009109	0.074356	0.118453	0.539681	0.539915	104.18.38.10	1	{"error":"Sign in first."}
3	2026-09-07T04:43:09Z	wifi	warm-after-cold	key	function	0	401	0.004491	0.138930	0.173251	0.441705	0.441844	104.18.38.10	1	{"error":"Sign in first."}
3	2026-09-07T04:43:12Z	wifi	warm-after-cold	key	function	0	401	0.005084	0.138792	0.203314	0.447903	0.448017	104.18.38.10	1	{"error":"Sign in first."}
# 3 window network=cellular iface=rmnet_data1 egress=<redacted> idle_requested=930 idle_slept=930 at=2026-09-07T04:58:42Z
3	2026-09-07T04:58:43Z	cellular	control	none	gateway	930	401	0.184111	0.230313	0.286355	0.654841	0.655014	172.64.149.246	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
3	2026-09-07T04:58:44Z	cellular	cold	key	function	930	401	0.198824	0.252230	0.309447	0.797047	0.797420	172.64.149.246	1	{"error":"Sign in first."}
3	2026-09-07T04:58:47Z	cellular	warm-after-cold	key	function	0	401	0.007435	0.050496	0.108189	0.540126	0.540434	172.64.149.246	1	{"error":"Sign in first."}
3	2026-09-07T04:58:50Z	cellular	warm-after-cold	key	function	0	401	0.008890	0.058520	0.148821	0.371382	0.371535	172.64.149.246	1	{"error":"Sign in first."}
3	2026-09-07T04:58:52Z	cellular	warm-after-cold	key	function	0	401	0.009613	0.066239	0.145701	0.546016	0.546515	172.64.149.246	1	{"error":"Sign in first."}
# 3 window network=wifi iface=wlan0 egress=<redacted> idle_requested=930 idle_slept=930 at=2026-09-07T05:14:23Z
3	2026-09-07T05:14:23Z	wifi	control	none	gateway	930	401	0.065711	0.095667	0.232623	0.528966	0.529195	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
3	2026-09-07T05:14:24Z	wifi	cold	key	function	930	401	0.026338	0.057918	0.183190	0.604641	0.604948	172.64.149.246	1	{"error":"Sign in first."}
3	2026-09-07T05:14:27Z	wifi	warm-after-cold	key	function	0	401	0.006930	0.061769	0.112522	0.420184	0.420394	172.64.149.246	1	{"error":"Sign in first."}
3	2026-09-07T05:14:29Z	wifi	warm-after-cold	key	function	0	401	0.009172	0.080486	0.209307	0.525147	0.525263	172.64.149.246	1	{"error":"Sign in first."}
3	2026-09-07T05:14:32Z	wifi	warm-after-cold	key	function	0	401	0.005077	0.061314	0.122167	0.424240	0.424530	172.64.149.246	1	{"error":"Sign in first."}
# 3 window network=cellular iface=rmnet_data1 egress=<redacted> idle_requested=930 idle_slept=930 at=2026-09-07T05:30:03Z
3	2026-09-07T05:30:04Z	cellular	control	none	gateway	930	401	0.141291	0.184552	0.280383	0.546532	0.546751	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
3	2026-09-07T05:30:04Z	cellular	cold	key	function	930	401	0.050250	0.095835	0.162709	0.633452	0.633722	172.64.149.246	1	{"error":"Sign in first."}
3	2026-09-07T05:30:07Z	cellular	warm-after-cold	key	function	0	401	0.007743	0.046279	0.118294	0.394318	0.394557	172.64.149.246	1	{"error":"Sign in first."}
3	2026-09-07T05:30:10Z	cellular	warm-after-cold	key	function	0	401	0.008657	0.056607	0.134413	0.360099	0.360262	172.64.149.246	1	{"error":"Sign in first."}
3	2026-09-07T05:30:12Z	cellular	warm-after-cold	key	function	0	401	0.007163	0.048519	0.129139	0.371915	0.372181	172.64.149.246	1	{"error":"Sign in first."}
# 3 window network=wifi iface=wlan0 egress=<redacted> idle_requested=930 idle_slept=930 at=2026-09-07T05:45:43Z
3	2026-09-07T05:45:45Z	wifi	control	none	gateway	930	401	0.172801	0.677094	0.999423	2.443629	2.443859	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
3	2026-09-07T05:45:47Z	wifi	cold	key	function	930	401	0.349988	0.459330	0.772379	1.396918	1.397290	104.18.38.10	1	{"error":"Sign in first."}
3	2026-09-07T05:45:50Z	wifi	warm-after-cold	key	function	0	401	0.011132	0.215580	0.298248	0.626895	0.627164	104.18.38.10	1	{"error":"Sign in first."}
3	2026-09-07T05:45:53Z	wifi	warm-after-cold	key	function	0	401	0.011414	0.073022	0.217641	0.767118	0.767489	104.18.38.10	1	{"error":"Sign in first."}
3	2026-09-07T05:45:55Z	wifi	warm-after-cold	key	function	0	401	0.009020	0.056397	0.104859	0.437987	0.438383	104.18.38.10	1	{"error":"Sign in first."}
# 3 window network=cellular iface=rmnet_data1 egress=<redacted> idle_requested=930 idle_slept=930 at=2026-09-07T06:01:26Z
3	2026-09-07T06:01:27Z	cellular	control	none	gateway	930	401	0.067286	0.099778	0.175837	0.760970	0.761135	172.64.149.246	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
3	2026-09-07T06:01:28Z	cellular	cold	key	function	930	401	0.193846	0.235411	0.303693	0.651190	0.651463	172.64.149.246	1	{"error":"Sign in first."}
3	2026-09-07T06:01:30Z	cellular	warm-after-cold	key	function	0	401	0.008129	0.054652	0.119702	0.389542	0.389810	172.64.149.246	1	{"error":"Sign in first."}
3	2026-09-07T06:01:33Z	cellular	warm-after-cold	key	function	0	401	0.006395	0.059348	0.137905	0.376657	0.376925	172.64.149.246	1	{"error":"Sign in first."}
3	2026-09-07T06:01:35Z	cellular	warm-after-cold	key	function	0	401	0.007586	0.055361	0.140829	0.391437	0.391670	172.64.149.246	1	{"error":"Sign in first."}
# 3 cold schedule finished=2026-09-07T06:01:35Z
